Tên,Lớp,Giới tính,Diem1,Diem2,Diem3,Diem4,Diem5,Diem6,Diem7,Diem8,Diem9,Diem10
Hoàng Gia Dũng,12A3,Nam,6.75,9.75,3.75,2.5,4.75,4.5,4.5,6.5,9.25,0.75
Lê Văn Bảo,6A2,Nam,3.75,6.25,0.25,3,0,1.75,1,5.75,0.25,0.5
Nguyễn Như Lan,10A2,Nữ,2.5,5,5.75,2.75,8.5,3.75,0.5,4,6.25,5
Phan Gia Sơn,4A2,Nam,7.5,7.25,4.5,9.5,6.5,7.75,7.75,5,4.25,8
Nguyễn Thị Thảo,2C1,Nữ,1.5,4,7.5,6.75,3,5.75,5.75,1,7.25,4.25
Võ Phương Hà,6A1,Nữ,3.5,7,7,7.75,3.75,8.5,2.75,1.5,0.25,9.25
Phan Diễm Nhung,9B2,Nữ,1.25,1,6.5,2.75,7,2.5,9.25,6.5,3.75,3.75
Bùi Hoàng Long,4A1,Nam,5.5,2.25,3,9.75,8.5,2.5,7.75,6.5,1,5.5
Phạm Tuấn Phong,3B2,Nam,2.75,1.25,6.5,5.5,8.25,2,6.25,2.25,4.75,6
Nguyễn Thanh Hương,9B1,Nữ,7.5,3.75,8.5,5.75,4.75,5.75,6.5,0.25,9.5,0
Bùi Bích Nhi,8B2,Nữ,3,3.75,4.75,0,4.75,2.5,1.25,3.75,1.5,7.75
Phạm Hoàng Huy,3B2,Nam,4.5,9.25,5.75,3.5,3.5,7,0,10,7,2.25
Hoàng Như Nhi,10B1,Nữ,7.5,9.75,8.5,9,6.75,7.25,8,2.5,8.25,1.5
Hoàng Thu Yến,3A2,Nữ,3.25,7.25,10,8.5,7,7.75,9.25,6.25,1.75,7.75
Trần Hoàng Khoa,7C1,Nam,1.5,0.75,5,2.75,8.5,9.25,4.5,4.75,7.25,8.5
Phạm Tuấn Khoa,10A3,Nam,2.5,3.5,1,5.5,9.75,2,9.5,3.75,3.75,6.5
Võ Thái Bảo,1C1,Nam,1.75,9.25,8.5,9.75,1,1.5,3,5.5,6.75,9.25
Phạm Thái Bảo,5B1,Nam,5.25,7,9.25,8.5,0,6.25,4.25,9,0,4.25
Hoàng Thanh Trang,7A3,Nữ,6,8.25,4.75,4.5,8.25,2.75,7.75,5,9.25,1
Võ Ngọc Linh,11A1,Nữ,7.5,4.25,6,5.25,6,8.25,6.75,1.75,0.25,1
Phan Minh Phong,2B2,Nam,7.5,6.75,5.5,6,6.25,8.75,0,7.75,5.25,2.25
Nguyễn Ngọc Hà,3A1,Nữ,1.75,0,2.5,3.25,0.5,7.25,0.25,8.25,3.5,2.5
Nguyễn Như Hương,3B1,Nữ,1.75,1.75,4.25,9,6,5,1.5,8,2.75,9.75
Lê Minh Minh,8C1,Nam,0.5,6.75,10,2.5,2.75,7.75,3.5,4.5,0,9
Phạm Gia Thắng,1B2,Nam,4.25,2.5,5,9,3.5,7,7.25,7.75,0.5,5.25
Đỗ Minh Long,5B1,Nam,1,2,0.75,4,1.25,1.75,6,8.5,4,8.5
Lê Hữu Long,11A3,Nam,9.25,7,10,1,7.75,4,4.75,0.25,4,3.25
Đỗ Bích Nhung,4B1,Nữ,6.75,5.75,6.5,7.5,4.75,10,0.5,8.5,0.5,3.75
Bùi Diễm Lan,9A3,Nữ,8.75,7.5,5.25,5.75,10,0.5,6.25,7.5,2.5,9.75
Vũ Bích Linh,5A3,Nữ,0.25,6.75,1.25,1.75,7.5,9.25,4.5,1,9,3.25
Nguyễn Như Trâm,9A1,Nữ,1.75,9.5,7.25,1.75,10,7,8.75,0.5,1,4.5
Vũ Thu Trang,3A3,Nữ,5.5,6.5,2,5,5.25,4.75,5.5,3.25,2.25,5.75
Võ Thái Thắng,5A1,Nam,8.25,4.5,5,9.25,2.75,4.25,4,0.5,8,9.25
Lê Bích Hà,7A1,Nữ,5.25,2.25,1.75,1.25,9,2.25,9.75,4.5,6.5,9
Huỳnh Ngọc Trang,2B2,Nữ,6.25,1,4.25,3.25,2.25,9,2,1,7,8.5
Lê Hữu Khoa,2B2,Nam,6.5,8.25,5,3.75,4,9.25,5.25,2.5,8.5,7.75
Võ Phương Vy,9B2,Nữ,6.75,5.5,1.5,8.75,1.5,5,6,7.5,3.75,1.25
Trần Gia Khoa,1B2,Nam,3.25,0.75,5.25,8.5,4,3.75,6,3.5,4.75,5.5
Võ Bích Lan,6A3,Nữ,6.25,7.75,0.25,8.5,0.75,9,0,6.25,0.5,8
Đặng Bích Hà,2A3,Nữ,7.25,0.75,1.25,4.25,7.75,9,4.5,0.5,5,9.75
Phan Phương Nhi,5A1,Nữ,6.25,8.25,5.5,0.25,1.75,4.75,3.25,9.25,0,1.25
Đỗ Thái Minh,9B1,Nam,0.5,5.5,1.75,1.75,8.25,7.5,5.5,3.25,9.25,8.75
Đặng Bích Nhung,10A1,Nữ,3,0.75,2,4.25,3,3.75,3.75,6.75,3.25,7
Bùi Đức Minh,3A1,Nam,0.5,5,0.5,6.25,7.75,2,9.75,2.25,4.25,7.75
Đặng Thị Trang,7C1,Nữ,5,2,6.5,0.5,5.25,2.75,7,2.25,1.75,10
Vũ Bích Hà,2A1,Nữ,9.75,3,7,9,7.25,0.5,8.25,4.5,4.25,8.75
Hoàng Tuấn Hải,7A3,Nam,6.75,0.5,9.5,4.5,3.75,3.75,0.75,2.5,9.75,7.5
Phạm Minh Hải,5A1,Nam,8,6.5,0.25,1.75,5.25,7,4.25,0.25,3.75,8.25
Huỳnh Thị Linh,10B1,Nữ,8.75,8.25,0.75,1.75,4.75,7,7,4.75,3.5,3
Phạm Thanh Vy,1C1,Nữ,2.75,1.75,7,4.25,3.25,0.25,1.75,4.25,1.75,0.5
Bùi Thị Thảo,7B2,Nữ,8,3.5,4,8.25,7.25,2.75,5.5,9.5,3.5,9
Hoàng Thị Thảo,8B1,Nữ,3.25,4.5,2.75,4,2,6.75,8.75,0.75,7.75,5
Trần Như Thảo,1B1,Nữ,9.25,8,3.5,8.25,5.75,3.25,9.75,10,6,6.5
Vũ Đức Long,6C1,Nam,6.75,0,4,3,7.25,1.5,2,3,6,9
Lê Minh Huy,8A3,Nam,0.75,8.75,1.25,8.75,7.75,1.5,4,5,1.75,0.25
Huỳnh Thái Minh,1A3,Nam,4,0.5,5,5.5,3,8.25,5.25,9.5,9.25,5.25
Đỗ Phương Linh,2B1,Nữ,6.75,0.75,7,9.25,4.5,5.25,6.75,3.75,6.25,9.25
Hoàng Văn Long,3A2,Nam,9,5.75,8,5.25,3.25,7.75,7,7.75,1,7.75
Hoàng Tuấn Hải,2A2,Nam,5.5,1.5,1.25,2.5,9.25,1.75,9.5,4.25,5.25,0.5
Hoàng Mai Yến,10C1,Nữ,7.5,9.75,3,9,6.5,5.5,9.75,5.25,5.5,3
Nguyễn Như Hà,8B1,Nữ,7.5,0.75,2.5,8.5,1.75,9,0.25,7.25,0,5.25
Huỳnh Tuấn Huy,1A1,Nam,6.25,5,4.25,7.75,9,2.5,0.25,5.5,8.5,4.75
Vũ Văn Dũng,4C1,Nam,1.75,2,1.75,2.5,7.25,8,3.5,8.5,6.25,3.25
Trần Như Nhung,12B1,Nữ,7.75,6,4,8.75,8.75,5.25,4.5,9.5,5.75,6.5
Vũ Văn Bảo,8B1,Nam,5,7.25,3.5,1,2.5,4.75,5.5,3.75,4,5
Lê Bích Hà,4A3,Nữ,2.5,3.5,6,7.5,7.5,1.25,7.5,8.25,0,3
Bùi Hoàng Bảo,3B1,Nam,1.5,1.25,8.25,5,2.25,1.25,3.5,1.25,6.5,3
Bùi Diễm Nhi,12B1,Nữ,3,3.5,5,7.75,0.25,4,7.5,7.5,3.5,6.25
Nguyễn Văn Đạt,4A1,Nam,5.75,7.75,1,3.5,3.25,7,1.25,2,0.25,6
Phạm Phương Nhung,3A2,Nữ,0,8.75,5,6.75,0.5,6,7.25,8.75,4.5,6.25
Đỗ Gia Sơn,11A3,Nam,0.75,9.25,2,2.5,3.75,4,0.5,9,2.25,3.75
Đỗ Tuấn Minh,9A3,Nam,0.5,7,10,3.25,6.5,1.75,1.25,2.25,5.5,3.75
Bùi Hữu Thắng,9C1,Nam,4.75,6,4.25,5.5,0.5,9.5,7.25,6.25,3.75,9.25
Trần Như Hương,9B1,Nữ,6.5,5.75,6.25,2.25,5.25,1.25,6.25,9.25,8.5,4.75
Phan Phương Vy,3C1,Nữ,7.5,3.75,10,7.25,4.75,4,0.25,9.25,9,7.75
Huỳnh Đức Thắng,8B1,Nam,3.5,9.5,2.25,6.75,7.5,2.25,6,6.25,5.25,3
Phạm Hữu Khoa,12A2,Nam,3,9,5.5,4.75,2,7.75,7.75,2.75,2.5,5.75
Hoàng Gia Hải,3A3,Nam,5.25,9,3,7.5,7.5,9.5,3,0.75,3.5,9.5
Võ Phương Trang,4C1,Nữ,9.25,7.25,2.75,4.75,7.25,9.25,2,4.5,4.75,8.25
Đặng Như Nhi,4B2,Nữ,0.75,5.75,3.5,6.25,2,4.25,2.75,3.75,2.75,2.25
Lê Như Hà,10A3,Nữ,4.25,3.5,5,5.5,1.5,6,3.75,2.25,3.25,2.5
Bùi Phương Nhi,4A3,Nữ,7.75,3.5,3.25,8.5,9,1,5.5,2.5,6,8.25
Đỗ Hữu Bảo,11B1,Nam,2.75,10,4.25,5.75,0.75,10,0.25,8.25,7.25,9
Huỳnh Thái Khoa,2B1,Nam,6.5,8.25,7.75,2.5,4.25,8.25,6,9.75,8.25,5
Bùi Văn Đạt,5C1,Nam,2.25,4,0.75,5.5,2.75,2.75,10,6.5,3.25,8
Võ Thanh Yến,11C1,Nữ,5.25,2.25,9.25,9.25,7.5,0.75,7.5,7.5,0.5,3.5
Hoàng Phương Trang,10A3,Nữ,5.75,8.5,0.75,3.75,2,6.75,3.25,1.75,3.25,2.25
Trần Như Nhi,4B1,Nữ,5.5,8.5,2.75,7.25,5.75,6.75,6.25,8.25,8,6.5
Lê Thanh Linh,7C1,Nữ,8.5,4.25,9,10,7,6.25,2.25,1,0,5.75
Đặng Diễm Yến,7B2,Nữ,2.75,0.25,10,6.25,7.25,0.75,2.75,6.5,1.75,4.25
Phan Hữu Huy,10C1,Nam,2.25,6.25,3,5.25,4.5,1,8.5,8.75,9.25,7
Phạm Mai Hương,2B1,Nữ,5.25,0.25,3,6,4.75,4.5,2,8,8,5.75
Trần Thị Hà,3A2,Nữ,4.75,1,6.5,4.25,7.5,1.25,2.75,9,2,7.75
Phạm Tuấn Hải,2A1,Nam,2.5,8.75,2.75,3.5,2,3,0.75,3.5,6.75,6.5
Huỳnh Mai Trang,1A2,Nữ,7.75,5.5,1.25,4.75,2,8.5,7.75,3,6.75,2.75
Lê Đình Long,11A2,Nam,7.25,5,5.75,2.5,8,5.75,5.75,0,4.5,0.5
Bùi Bích Hà,2B1,Nữ,0.75,8.25,3.25,6.75,5.25,5.25,3.25,6.5,6.5,9.25
Đỗ Diễm Linh,10B2,Nữ,9.5,1,0.5,4.25,5.25,6,6.25,2.25,0.75,10
Võ Thu Lan,8C1,Nữ,0.25,4.5,4.25,2.25,9.25,6.5,8.25,8.25,2,5.25
Đặng Tuấn Minh,10A3,Nam,5.75,9.75,8.25,4.25,1.75,1.75,1.25,5.25,8.25,6.25
Võ Thanh Yến,2A2,Nữ,6.5,0.25,9.5,1,9,10,6.25,9.75,3.75,1
Huỳnh Thái Huy,8A1,Nam,1.75,3.75,7,1.25,9,2,7.75,0.25,1,0.25
Phạm Minh Khoa,5C1,Nam,9.25,5,4.25,8,6.75,3.5,10,8.75,6,9.75
Đặng Thái Long,1C1,Nam,5.75,3,10,9,3.5,0.25,9.25,3.75,0.5,0.25
Bùi Hoàng Thắng,8A3,Nam,3.5,8,4,4.5,0.25,10,1.25,9.25,2.5,3
Vũ Đức Sơn,2B1,Nam,9.75,5.25,1.25,9,9.5,6,2.75,10,2.75,2.25
Trần Ngọc Lan,5C1,Nữ,4.25,0.75,8,0.5,9.5,5.75,1,1.5,8.5,8.25
Nguyễn Phương Trang,6B1,Nữ,4.75,0.25,1.5,6.25,1.5,6,1.75,2,2,7
Bùi Tuấn Minh,5C1,Nam,7.25,10,7.75,2.25,0.75,0.75,9.25,1.25,6.5,9.5
Huỳnh Đức Thắng,10C1,Nam,9,0.75,10,8,5,4.75,1.25,4.75,2.25,5.5
Trần Phương Lan,1C1,Nữ,7,9.25,5,9.75,7.5,1,6,0.25,7.25,4.75
Võ Thu Nhi,10A3,Nữ,9,5.25,7.25,4.5,2,7.25,1.25,5,6.5,8.5
Bùi Đức Thắng,3A2,Nam,5.25,4.5,8,4.75,1.5,0,1.75,8.25,4.5,8.25
Đỗ Thu Trang,12A2,Nữ,2.75,0,3.5,3.25,2.5,3.75,1.75,6,7.5,8.5
Nguyễn Hữu Long,2A3,Nam,3,2.5,8.75,6.5,8,5.25,3.25,4,9.75,6
Đỗ Hoàng Đạt,9A2,Nam,1,5.5,9.75,4.75,9.75,8,5.5,3.5,3.5,5.75
Phạm Hữu Sơn,11B2,Nam,9.5,5.5,1.25,4.75,3.75,6.25,5.25,6.25,8.25,6
Hoàng Bích Vy,9B2,Nữ,0.25,2.25,8,7.75,0.75,5.25,2.5,5.5,1.75,0
Trần Văn Long,9B1,Nam,7,2,9.75,6.75,0.5,2.75,1.75,0.25,2.5,7.5
Phạm Hoàng Long,8C1,Nam,0,0.5,0,3.5,5,4,0,4.5,7.75,9.5
Đỗ Phương Nhung,3A3,Nữ,2.75,4.75,3.5,7.25,10,2.75,3,10,0,7.25
Đỗ Thị Nhi,5B2,Nữ,5.5,8.25,2.25,4,3.75,7.75,5,0.75,7.75,6
Trần Đình Long,1B1,Nam,7.75,7.25,5.5,5.25,2.25,9,7,9.5,6,7.5
Đặng Mai Hà,12A1,Nữ,9,2,9,9.5,0.25,6.25,6,7,7,5.5
Đỗ Mai Hương,10A1,Nữ,3.25,5,3.5,8.75,3.25,5.25,9.25,9.5,8.5,5
Nguyễn Ngọc Hương,8A2,Nữ,2.75,8,6.5,2,2.75,4.75,6,1.75,9,6.5
Đỗ Thái Thắng,4B2,Nam,8.75,0.25,5.5,2.25,3.5,1.5,0,3.5,8,0
Trần Minh Dũng,10C1,Nam,0.5,9.5,3.75,0.75,0.75,10,4.5,3.75,2,0.75
Huỳnh Gia Dũng,6A3,Nam,8.5,2.5,4.75,2,2,9.5,3.75,9.5,5,2.75
Lê Như Hà,9A3,Nữ,10,2.75,2,4.25,0.25,9.75,0.75,2.25,6.75,6
Lê Đức Long,9B1,Nam,3.5,9,8,7.25,7.75,4.5,2.75,0.75,7.25,4
Đỗ Đình Phong,6A2,Nam,9.5,9.5,4.75,2.75,4.5,10,10,2.5,2.75,7.25
Trần Đức Long,4A3,Nam,1.75,0.75,7.5,9.25,4.75,4,8,1.25,1.75,3.25
Võ Đức Long,6C1,Nam,6,3.5,9.5,0.75,1.25,5.25,8.75,1.5,0.25,1.75
Đỗ Tuấn Hải,8A3,Nam,3.25,9.25,7.5,9.5,1.25,7,3.75,2.5,4.25,3.25
Võ Tuấn Bảo,5A3,Nam,2.25,2.5,5.75,8.25,5.75,7.5,1.25,9.25,1,5
Phan Văn Dũng,9B2,Nam,9.25,1.25,9.75,5.5,8.75,4.75,5.5,8.25,7.25,8
Huỳnh Hoàng Phong,1B1,Nam,4.25,5.75,4.75,4.25,6.25,6.75,9,9.5,9.75,3.25
Bùi Hữu Sơn,3A3,Nam,1.75,9.5,0.25,7.75,1.75,0.25,5.5,3,0,8.25
Nguyễn Thanh Hà,4B1,Nữ,5,1,0.25,7.75,6,4.25,7.25,2,10,9.25
Trần Thanh Vy,9B2,Nữ,1.25,4.75,9.5,0.5,7.25,1,3.25,7.75,7.25,8.25
Võ Đình Huy,6B1,Nam,9.25,2.5,6.25,4.25,9,9.75,8.25,4,2,2.5
Hoàng Gia Phong,2A1,Nam,0.75,4.75,5.75,4.5,2.5,10,1.25,9,6.5,7.25
Nguyễn Văn Minh,4B1,Nam,4.5,7.5,9.25,9.75,0.25,0.25,5.25,4.5,8.25,0.25
Huỳnh Đình Bảo,12A3,Nam,7,5.25,6.5,1,3.5,9.25,9.25,7,5,7.5
Đỗ Phương Thảo,7C1,Nữ,3,7.5,7.25,2.25,6,5.5,8,3.75,7,3.25
Phan Văn Bảo,3A1,Nam,2.5,5.25,8,6.5,4,3,7,9.25,2,9.25
Vũ Đình Khoa,2C1,Nam,3.25,4,7.75,9,8.5,4,1.25,5,3.75,1.5
Nguyễn Tuấn Thắng,12A1,Nam,3.75,0.75,8.5,2,7,3.5,9.75,4.75,3.5,6.5
Vũ Thu Trâm,5B1,Nữ,8.5,4,2,5.25,4,2.5,4.5,0,5.25,2.5
Bùi Diễm Nhung,12A1,Nữ,1.5,8.25,5.5,1.5,10,6,8.5,1.25,7.25,6.5
Bùi Thị Nhi,4A2,Nữ,9.5,6,5.5,3,8.25,7.75,7.5,7.75,6.75,6
Võ Hoàng Phong,4B2,Nam,6.25,7.5,10,5.5,7.75,0.25,3.5,3.75,0.5,9.75
Lê Ngọc Yến,4B1,Nữ,7,9,8.5,4.25,9.75,9.25,7,2.5,2.75,5.75
Đỗ Ngọc Trang,11B1,Nữ,3.25,3.75,3.75,5.75,5,2.25,0,1.5,1.75,8
Huỳnh Minh Minh,3A1,Nam,2.5,2,1.5,7.5,0.25,2,7.5,3.25,9,1.25
Lê Hữu Long,10B1,Nam,1.25,8.75,6.5,8.5,7,4.75,7,0.25,3.25,2.5
Lê Thu Linh,12A1,Nữ,1.25,4,4,0.75,3.75,9.5,6,1.5,8.25,3.5
Huỳnh Thái Khoa,8B1,Nam,0.75,8.25,7.25,6.25,2.75,8,1,4.5,7,2.25
Đỗ Minh Long,5A2,Nam,5.5,7.75,1,8.75,8.5,9.5,8.75,1.5,2.75,3.5
Huỳnh Hoàng Sơn,11B1,Nam,0.25,9,5.5,7.5,6.25,2.25,0.75,2.25,0.75,6.75
Vũ Gia Phong,10A1,Nam,5.75,5.75,3.5,5.25,6.5,0.5,7,9.25,1.75,3.25
Đặng Thị Lan,3A1,Nữ,8.25,7.25,1.25,1.75,7.25,9.75,10,6.25,6.5,1
Trần Hữu Minh,7A3,Nam,1.75,0.75,0.5,7.5,3.75,5.5,7.25,4.75,3,1.5
Đỗ Thanh Vy,7C1,Nữ,7.75,1.75,0.75,0,8.5,8,9,5.5,2,0
Bùi Tuấn Hải,4A3,Nam,1.5,0.25,7,6.5,7.25,8.5,7.25,7.25,7.25,5.75
Đỗ Bích Yến,5B1,Nữ,7.75,7,6.75,7.75,0.5,4.5,8.5,8,9.75,1.75
Huỳnh Ngọc Yến,11B1,Nữ,6.75,9.25,7.75,6,4,4.75,5.5,6.75,6.75,8
Hoàng Gia Phong,10B2,Nam,9.25,2.75,1.25,1.75,1,0,1.5,3,3.25,1.75
Lê Diễm Hà,4A2,Nữ,5.5,3.25,0.5,0.5,7,0.75,6.25,9,0.5,5.25
Đặng Diễm Nhung,9A1,Nữ,3.5,6.5,7.25,8,6.75,3.75,1.5,5,6.25,1.5
Đặng Hoàng Huy,2A1,Nam,7.75,4,7.25,5.5,9.5,5,6.75,6.75,8.25,5.5
Vũ Văn Long,3A2,Nam,4.75,2.25,1.75,5.25,4.75,2.75,3.5,3.5,6,3.25
Phạm Như Yến,10A2,Nữ,5.75,5.25,4,0,9.5,1.25,9.75,1,2.25,6.25
Võ Đình Hải,6A1,Nam,10,2.25,0.5,7.75,2.25,8.5,0.25,3.5,6.75,6.5
Trần Phương Nhung,7B2,Nữ,3.75,0.75,6.75,3.75,2.25,1.5,0,0.5,8.5,2.5
Bùi Minh Hải,11A1,Nam,0.25,6.5,9.75,2.25,7.5,5,9.75,2,2.5,1
Phạm Hoàng Hải,8B2,Nam,0.25,0.75,2.25,10,2.5,1.25,7,4.25,7.25,2.5
Hoàng Như Yến,12B1,Nữ,4.75,2,4.5,7.25,8.75,9,4,3.25,5.25,2.25
Bùi Diễm Nhi,6B2,Nữ,9,7.5,6.5,9.25,5.5,8.25,5,3.75,7.5,2.5
Đỗ Thanh Linh,7A2,Nữ,7.5,2,5.25,9.25,3.75,2.5,2.25,4,0,8
Lê Tuấn Đạt,4A2,Nam,7.5,5,9,6.5,1.75,1.75,4.25,4.75,5.5,6.25
Đỗ Bích Hà,5B2,Nữ,7,2,6.25,8.5,0.75,3,5.5,4.75,4.75,6.75
Trần Phương Lan,4A1,Nữ,3.75,4,1.75,4.5,7.5,4.75,3.5,2.75,1.5,9.5
Đỗ Thanh Hương,4A3,Nữ,9.75,8.25,2,1,3,5.25,6.5,1.25,5.5,0.25
Huỳnh Như Nhi,7C1,Nữ,5,2.5,9.5,9,4.75,1.75,4.25,8.75,2.75,2.5
Phạm Văn Huy,8C1,Nam,5.25,9,2,9.25,0.25,4.75,6,0.5,9.5,2.75
Võ Đình Hải,8A3,Nam,6.25,1.25,3.5,3.25,8.5,5.25,0,9.5,0.75,3.75
Huỳnh Đình Bảo,11C1,Nam,4.75,2.75,4.75,9.5,1.25,6,6,4,5,3.75
Vũ Minh Bảo,7A3,Nam,9.5,0.25,0.25,5,4.5,1.25,8.75,6.5,7.25,9
Võ Thanh Linh,5B2,Nữ,3.75,0.25,8.75,7.75,0.25,1,5.25,2.5,4.75,7.75
Hoàng Như Thảo,6A3,Nữ,8,3.5,4.75,6.25,2.75,0.75,9,4.5,6,5
Hoàng Gia Dũng,3C1,Nam,6.25,9.25,4.5,5,8.75,5.5,8.5,3.5,6,6.5
Đặng Minh Sơn,5A1,Nam,5.5,5.75,8.75,7.25,0,4,9.5,3,5.75,4.75
Nguyễn Văn Phong,11A2,Nam,1.5,4,5.75,5.5,1.75,6,6.5,10,2.5,2
Đỗ Văn Long,9B2,Nam,8.25,9.75,3.75,4.75,1.25,5.75,2.25,9.25,8.75,7
Đặng Diễm Linh,10B1,Nữ,5,0.5,1.25,5.5,3,3.5,4.25,5.25,4,2.25
Lê Đức Minh,4A2,Nam,7.75,4.75,0.5,5.5,7,2,9.5,6.25,3.5,1.25
Đặng Đình Huy,12A2,Nam,2,2.5,7.75,1.5,4.5,7.25,1.75,5.25,2,1
Phạm Tuấn Huy,2A2,Nam,0,0.25,3,4.25,9,4.5,8.5,4.25,5.75,3
Trần Mai Thảo,2A2,Nữ,5.5,1.25,5.5,8.5,5.25,0.75,8.75,7.5,10,1.5
Trần Đình Dũng,3B1,Nam,2.75,5,10,6.75,3.25,9.75,3.75,7.75,3.75,8.75
Phan Ngọc Hà,11A2,Nữ,5,4.75,9.5,1,8.25,2.75,3.25,10,7,0
Lê Hữu Thắng,4B2,Nam,0,9.75,2.25,6.25,2.75,9,3,9,9.25,9.5
Trần Như Lan,8C1,Nữ,6.75,2.25,6.25,7.25,0.5,9.75,1,9.25,8.5,7.25
Đỗ Tuấn Huy,3B1,Nam,4.75,1,2.5,9.5,5.25,6.75,3.25,3.75,8.75,3.25
Nguyễn Gia Đạt,10A2,Nam,8.75,3.75,9.75,8.5,9.25,1.25,7.25,7.75,6.25,2
Phan Tuấn Thắng,2A3,Nam,4.75,7.25,3.25,6.5,10,4.25,7.75,8.25,1.5,3.75
Đặng Văn Minh,7B1,Nam,6.75,9,8.75,6.5,1.25,0,5,0.25,1.5,8.25
Huỳnh Gia Phong,12A1,Nam,7,5,7.75,2.25,4.25,6.75,2.5,4.75,9.75,1.25
Vũ Bích Nhi,10A1,Nữ,5.25,8,8,9.5,4.75,9,4.25,6,0,5.75
Phạm Diễm Vy,10B1,Nữ,2.5,1.75,1.5,9.75,1.5,3.5,0,6.5,4,7.75
Phạm Ngọc Hương,8A3,Nữ,8.5,7.75,8.75,5.75,8.25,2.75,6.5,8,10,9
Vũ Diễm Hà,3B1,Nữ,7.25,6,7,9.75,7,1.5,1.5,0.5,8.25,5
Vũ Đình Sơn,9A3,Nam,0,8.5,0.75,1.25,9.5,1,9,1.5,7.25,5.75
Đỗ Như Hương,12C1,Nữ,8.75,4.25,2,1.5,2,3.5,10,7.5,9.25,5.5
Hoàng Thái Phong,5A3,Nam,5.75,9.5,4.25,0.25,6,2.75,6,0.25,4,2.75
Nguyễn Đình Thắng,1A2,Nam,7.5,9,4.25,7.5,9.5,5.5,9,6.25,7.5,6.25
Hoàng Diễm Linh,2B2,Nữ,6.75,6.5,6.75,8.5,6.5,9.5,2,0.5,5.5,4.75
Bùi Diễm Trâm,12A2,Nữ,5.25,3.75,5.75,0.25,8,5,6.25,2.5,0.25,6
Phạm Diễm Nhung,9B2,Nữ,8.75,6.25,3.25,1.25,6,6.75,1,0.25,1.5,7.25
Lê Mai Nhung,12B1,Nữ,6.25,5,2.75,1.75,2,1,2.75,0.5,0.75,5
Lê Thanh Hương,12A2,Nữ,8.75,3.25,9.25,5.75,4,6,8.25,8.5,7.25,0.25
Võ Phương Nhi,7B2,Nữ,2,0.5,9.25,3.5,0.5,7.75,9,9,6.25,8.5
Hoàng Đức Đạt,3B1,Nam,2,9.5,0.75,3.75,8.5,7.75,9,2.25,0.75,5.75
Võ Minh Khoa,7A1,Nam,6,9,8.25,3,6.75,4.75,1,0.5,9,1
Phan Diễm Trâm,9A3,Nữ,10,4.25,1.75,7,9.5,9,2,0.5,5,1.75
Trần Như Nhung,6B1,Nữ,3.75,6.75,8.75,2.5,4.25,1.75,7.25,7.5,5.75,5.5
Đặng Thanh Lan,6A3,Nữ,6.5,5,2,8,9,5.25,3,9.25,5.5,6.75
Trần Hữu Long,6A1,Nam,4.75,1.75,8.75,10,5.5,3.75,5.25,5.25,6.5,9
Huỳnh Hữu Minh,7B1,Nam,3.75,9.5,3.25,6.25,8,5.25,5.5,6.25,0,10
Nguyễn Phương Thảo,8A1,Nữ,0,4.5,7.25,8.5,6.25,5.5,5,3.75,9,5
Huỳnh Minh Long,9A1,Nam,8.5,9,10,9.5,9,0.25,8.5,4.75,3.75,4.5
Trần Tuấn Dũng,8B2,Nam,9.5,7,7.5,7.75,0,0.75,2,4.5,9.25,3.5
Đặng Thu Yến,9A3,Nữ,1.5,5,8.5,9,1.75,3.75,8,2.75,6,1.75
Lê Phương Thảo,9A1,Nữ,5.5,8.75,5.75,3.5,7.25,0.25,4.25,3.75,5.75,8.5
Phan Văn Huy,12B1,Nam,7.5,3.75,0.75,9,9.5,3,3,7.25,10,6.5
Vũ Văn Thắng,6A1,Nam,3,0.25,7,7.5,4,4.5,4.5,9.5,8.25,0.25
Đặng Như Lan,11B1,Nữ,4.75,6.75,6.75,0.5,6,8,0.25,2,0.75,5
Nguyễn Diễm Trang,5C1,Nữ,2,5,3,9.5,9.75,3,9.5,8,3.75,9.75
Lê Minh Dũng,12A3,Nam,6.75,2.25,3.75,2.5,5.75,0.5,8,2.75,4.5,2.5
Lê Như Thảo,11B1,Nữ,5.75,9.75,10,3.5,8.5,1.75,3,10,7.25,0
Trần Như Hà,11C1,Nữ,1.25,5,6,10,7,0.75,1.5,9.25,4.75,8
Lê Phương Trang,10B2,Nữ,7.5,4.5,5.25,5.25,7.25,3.5,8.75,0.25,6.75,4.25
Lê Gia Minh,7A2,Nam,4.25,0.25,1.25,4.25,2.5,9,6.5,0.75,6.75,1
Võ Thị Trâm,6A3,Nữ,7.5,7.5,8.25,1.25,4.5,2.75,6.75,3.75,2.5,3
Trần Hữu Bảo,8B1,Nam,7.25,1.5,4.75,2.75,5.75,2.5,6.25,9.25,2.75,4
Lê Phương Trâm,7B2,Nữ,8.25,1.25,5.5,2.75,3,2.5,6.5,0.75,5.5,2.5
Vũ Ngọc Trang,3B1,Nữ,0.75,5.5,8.5,9.5,9.25,0.5,8.5,3.75,7,1.75
Nguyễn Mai Hà,7A1,Nữ,6,6.75,4,9.5,5,1.5,6.5,9.5,1.75,8.25
Phan Thu Linh,9B1,Nữ,3.75,8.5,6.25,7,1.25,7.75,3.75,6.25,10,8.25
